932 2876
336 385 679
765 63 426
316 419 701
898 235 747
21 487 235
621 410 230
622 206 204
154 832 646
468 824 554
333 527 889
345 674 324
293 605 935
678 557 581
855 534 21
504 251 666
648 589 197
496 665 245
723 354 499
29 592 868
636 655 467
536 586 1
521 659 946
920 889 273
354 244 25
842 180 612
857 182 584
404 153 549
711 696 336
700 90 382
492 104 259
325 386 328
870 17 521
459 689 253
559 595 419
283 652 945
215 613 942
726 772 552
740 377 272
784 653 711
352 169 385
760 61 352
199 314 128
641 730 397
245 143 125
709 485 4
382 438 96
903 13 213
741 37 448
14 761 833
728 321 319
279 28 524
324 736 732
899 816 578
768 877 154
58 384 166
105 153 952
693 827 356
605 333 663
140 154 289
343 152 614
824 566 2
250 162 489
604 46 313
302 85 976
892 863 47
583 217 232
773 229 40
179 781 91
296 734 458
321 688 395
303 308 783
817 331 345
514 581 7
577 468 602
865 148 844
538 475 402
866 133 751
245 606 434
562 782 302
314 817 180
236 784 228
19 389 275
90 597 176
289 516 105
414 74 371
646 237 191
495 382 127
89 11 557
679 585 142
879 392 302
539 878 991
215 10 1
144 782 121
849 115 273
754 554 318
258 645 718
74 346 649
921 424 587
6 804 630
88 505 104
522 648 762
278 722 488
228 510 205
50 291 647
758 423 876
55 303 47
600 374 570
605 645 381
520 408 638
858 77 713
817 602 794
526 244 894
900 635 7
662 474 307
729 458 347
216 603 824
467 148 138
744 160 350
201 404 110
145 671 803
399 223 563
673 882 552
150 931 927
382 698 697
450 381 679
880 314 777
558 129 871
193 171 653
177 642 472
755 794 205
574 749 359
24 902 68
357 796 165
222 168 740
63 27 505
129 556 589
680 203 176
589 895 225
557 386 681
393 160 538
185 318 775
445 467 771
175 925 453
277 872 413
510 289 920
847 866 926
131 818 260
814 649 168
98 707 690
673 778 309
669 95 556
242 470 367
76 218 257
378 788 561
223 219 606
700 494 633
614 690 403
565 808 261
880 167 171
754 217 669
379 146 454
538 110 817
692 589 915
533 249 23
180 372 417
78 244 596
79 234 269
56 461 568
723 84 275
601 28 576
443 803 101
281 93 647
351 382 302
751 287 491
717 318 224
332 746 354
166 859 458
379 464 601
94 89 652
927 606 695
94 692 494
391 499 596
707 144 94
783 773 665
103 931 33
21 139 280
526 380 869
658 562 996
476 583 791
866 616 450
487 856 817
847 703 168
775 392 444
727 50 666
422 112 914
773 583 120
255 36 670
232 319 658
842 407 458
455 603 435
706 225 381
860 412 667
358 683 252
524 847 424
19 508 754
590 842 109
288 769 910
597 890 350
734 52 795
210 671 277
651 380 702
319 659 941
242 55 77
40 207 103
505 573 101
204 775 252
774 799 692
685 739 130
87 886 157
695 11 795
45 250 519
283 105 549
721 518 468
922 547 155
367 195 901
737 406 182
774 717 907
125 410 836
820 274 107
351 2 451
138 83 222
493 336 397
415 430 677
646 293 545
209 231 661
729 189 961
585 825 149
711 6 258
437 861 900
462 66 298
849 334 92
893 748 52
95 909 940
705 864 582
558 564 437
773 637 638
636 296 269
686 866 323
543 799 896
273 332 151
607 756 728
438 887 723
787 840 718
54 310 527
209 41 972
93 97 957
897 783 701
819 586 223
452 403 973
405 770 556
582 418 183
165 333 654
886 556 843
334 711 641
441 143 56
580 579 183
422 166 139
414 869 433
895 47 725
729 357 307
173 496 892
599 819 756
915 38 777
30 699 617
482 162 32
577 653 284
664 244 244
153 36 866
504 253 601
144 513 65
177 550 723
351 855 962
219 852 70
147 503 195
305 43 751
214 849 141
296 671 544
606 601 47
737 651 811
494 196 206
648 250 656
226 339 973
349 165 159
179 367 968
3 781 27
80 532 188
670 862 46
353 927 121
252 687 308
909 96 116
312 433 592
213 361 76
817 879 168
638 302 524
394 378 42
890 223 343
156 510 695
901 585 736
727 580 903
282 479 646
835 370 311
409 864 152
169 826 131
833 898 478
809 421 337
609 19 626
437 52 539
725 665 979
717 416 134
896 499 105
519 305 13
634 86 863
435 603 233
286 712 858
604 511 58
17 240 348
839 212 218
785 738 184
856 275 316
690 253 913
275 514 424
694 747 289
133 298 410
33 216 358
830 206 89
227 716 396
420 403 177
513 74 977
710 812 612
571 519 210
13 236 905
214 409 201
417 525 34
197 803 861
22 376 681
780 862 682
152 704 381
217 356 319
148 202 947
476 787 811
526 387 739
750 87 101
305 104 109
606 311 457
871 556 436
20 887 137
116 472 489
187 574 726
601 486 760
532 124 676
231 685 492
708 877 357
397 830 788
927 922 908
650 554 322
149 641 370
636 300 394
810 751 201
531 198 323
258 668 280
24 553 392
481 216 985
739 531 70
360 923 553
677 475 17
611 509 752
22 925 822
448 219 24
72 272 299
104 320 612
556 470 783
450 719 515
697 705 343
346 522 739
718 646 216
571 757 201
409 501 343
50 799 256
43 905 376
508 519 111
721 151 146
693 885 48
598 793 310
515 404 367
302 719 629
278 507 183
864 491 179
137 824 934
237 615 1000
834 804 329
464 732 916
96 191 819
256 630 78
110 826 374
741 573 977
776 401 902
832 187 623
833 467 270
184 563 309
191 572 396
880 209 484
635 391 439
695 94 867
905 373 250
159 344 311
426 749 664
473 861 477
149 498 451
191 33 125
106 256 6
128 341 765
186 738 955
671 326 724
467 620 551
649 430 901
534 387 93
530 110 142
604 861 155
581 292 547
787 106 693
185 203 234
904 675 423
582 659 385
920 924 332
442 785 618
268 342 794
802 204 213
487 122 964
361 406 851
388 707 602
27 259 83
202 542 266
648 87 989
181 69 118
309 19 15
633 128 451
179 673 679
420 883 635
333 472 639
140 153 611
213 869 31
508 461 321
694 215 713
293 194 998
761 380 279
54 91 144
874 303 804
227 825 968
461 684 866
517 178 451
440 430 696
97 613 353
449 3 903
465 58 787
214 537 920
211 873 436
882 359 94
462 700 208
568 593 873
652 504 285
894 15 706
525 661 193
663 926 836
546 458 551
877 50 857
339 502 351
297 743 182
498 41 791
214 16 289
435 507 890
595 644 57
102 33 984
886 656 798
340 78 669
869 299 106
305 438 701
363 274 661
231 34 264
895 342 170
387 655 568
441 40 783
919 436 28
924 860 409
296 254 277
613 60 121
827 121 553
931 92 263
846 823 685
213 912 924
319 922 191
816 403 418
634 564 526
410 121 712
251 49 812
791 156 853
329 341 15
522 156 194
860 560 169
455 681 234
121 887 835
523 138 533
539 509 717
256 668 247
338 178 123
213 761 84
616 330 700
408 307 654
872 505 841
224 154 694
171 882 520
882 422 176
272 142 662
740 255 434
709 405 607
257 524 718
559 78 349
363 91 975
336 532 759
64 788 963
644 284 87
485 611 38
616 431 844
228 820 594
575 621 780
276 379 33
903 750 55
181 472 941
229 334 978
681 875 246
881 591 75
564 53 973
575 450 579
735 159 202
651 306 124
23 77 740
