20
814 826
479 311 -420
152 697 -71
606 228 -56
868 852 701
393 219 -546
526 151 984
5 662 -946
835 395 11
203 11 366
757 763 533
475 861 -689
488 507 -618
499 780 -203
461 514 -911
387 87 -367
141 376 365
261 922 668
669 149 794
390 807 999
341 900 207
439 110 -713
145 127 -643
877 213 -518
487 633 325
489 430 737
298 347 -616
669 898 -925
178 730 -92
604 406 812
178 166 -197
17 837 126
270 163 794
974 356 -396
963 533 -324
4 786 232
36 645 843
746 131 -579
538 756 -634
149 444 405
250 965 351
479 495 306
178 796 611
550 507 -167
666 123 193
574 707 -946
219 91 452
753 25 -577
821 812 92
557 500 -498
706 821 717
16 885 -55
371 695 777
145 800 28
325 401 686
970 747 -219
661 608 310
399 366 -254
650 32 42
966 606 935
621 468 -264
585 95 738
623 848 -271
796 230 -984
632 236 -717
615 169 472
849 747 -975
650 689 482
737 324 -766
810 413 27
41 827 719
360 856 -744
667 636 -176
560 796 -1000
916 720 -639
965 728 -121
68 5 656
279 767 -350
193 290 610
813 146 14
385 318 225
419 120 -700
510 180 -949
23 446 342
245 334 -5
591 306 443
729 763 523
622 343 586
408 41 -532
435 798 517
919 842 183
241 375 134
524 894 901
96 485 96
717 239 -644
42 442 -246
535 758 -132
862 932 286
468 58 867
44 692 -878
419 427 53
784 470 366
457 659 -699
260 820 -572
40 556 537
230 615 316
334 381 -325
823 236 -846
122 299 -449
612 800 409
188 856 -91
733 457 -481
6 650 -215
106 745 -765
334 942 -65
962 595 246
61 635 -304
390 425 -276
609 686 -773
560 354 -49
936 838 -338
681 604 -882
9 905 517
467 29 785
646 163 129
251 477 867
118 418 402
9 588 818
248 275 -691
31 923 476
288 375 -831
716 80 93
283 282 406
843 612 110
396 370 -902
660 236 361
439 758 -791
945 381 936
952 519 772
943 33 122
247 343 -2
135 299 -864
671 290 730
880 909 -274
716 573 392
770 829 -289
741 746 56
510 621 -149
182 208 -626
256 379 471
663 919 -886
580 430 723
502 580 108
796 971 766
439 604 511
256 717 -414
941 805 377
685 385 800
304 732 577
839 94 -453
110 290 56
67 638 -976
595 445 -571
769 698 571
559 873 -61
262 606 444
212 874 214
745 966 -218
648 547 -530
546 966 -184
313 346 -827
552 425 481
461 789 146
977 287 -389
772 970 -935
338 426 538
250 422 92
370 242 -690
236 76 -260
321 166 788
719 103 -574
221 732 436
849 937 -884
42 647 -81
587 753 549
380 311 -669
608 860 867
965 902 760
333 554 907
109 701 -617
639 240 969
785 871 341
299 566 -853
73 708 394
945 264 -917
3 812 854
66 574 -989
864 531 222
941 296 596
913 699 -730
108 332 747
561 222 -825
14 543 -58
693 880 766
797 717 -674
653 395 961
348 103 -547
965 19 -663
481 150 410
27 239 701
56 963 703
762 412 318
599 399 415
190 690 -886
168 603 688
339 602 395
423 439 418
648 502 -334
336 656 -407
78 221 -293
10 456 -18
462 525 264
102 512 868
277 730 -318
900 279 695
941 271 -116
378 127 642
799 414 373
184 799 -475
523 425 -707
59 744 704
808 947 -299
759 884 377
483 529 -825
696 462 491
516 472 849
136 777 31
25 129 -897
624 261 264
657 105 285
297 942 845
425 505 435
242 656 128
351 931 -601
102 42 -570
565 384 -815
372 306 795
572 764 -164
190 59 -158
653 574 653
650 823 802
702 633 -173
785 870 -5
499 638 -931
854 241 384
609 264 -781
904 353 536
32 842 997
465 379 -604
505 634 -182
119 845 -618
864 312 -634
26 370 89
939 759 -478
619 951 -752
27 234 41
117 367 -642
396 837 712
716 273 -35
170 151 -728
535 368 -61
469 419 622
87 120 367
910 918 -813
22 333 -235
669 135 23
47 520 -616
100 811 -267
7 938 38
291 896 929
341 857 -826
325 123 339
874 669 -936
87 43 -393
154 130 549
88 279 732
74 360 645
849 843 -256
837 361 -901
35 79 201
211 196 532
458 536 -966
579 346 276
122 945 -195
472 927 667
919 505 -101
254 621 895
396 950 -719
54 711 -957
849 795 820
754 953 -220
715 721 397
382 525 715
508 814 -51
873 148 924
919 40 -910
950 96 -328
79 252 219
405 815 -921
521 838 431
469 628 641
637 377 -460
838 914 351
510 967 937
191 507 -351
307 39 907
227 839 266
395 444 978
976 863 -565
193 784 619
679 472 -444
697 721 966
163 634 758
58 768 -785
228 877 825
633 286 947
491 62 -627
208 791 -84
35 141 -580
77 67 -795
671 380 -803
514 910 892
583 242 48
431 406 -243
324 241 -110
37 247 -14
52 271 -957
498 61 812
532 172 363
818 211 944
443 379 -489
728 22 396
644 132 72
520 601 509
974 826 -37
660 500 44
45 156 -392
942 116 158
90 5 -506
258 329 765
942 679 758
403 960 -969
727 803 -157
218 290 944
952 663 -912
825 909 998
186 645 -923
401 481 871
382 956 65
547 636 781
643 901 187
604 291 -360
712 786 -475
32 730 484
869 310 594
316 272 -23
326 318 -780
379 4 -758
145 441 -683
344 81 -758
119 567 590
613 628 -100
186 506 -530
8 327 647
786 307 499
305 352 425
245 402 -756
35 128 -892
82 236 6
213 531 -193
373 748 -524
56 394 831
31 391 -292
271 942 753
880 925 630
61 939 -605
242 334 490
532 356 -244
418 532 -936
430 197 -197
139 922 -714
433 335 721
26 181 -501
411 447 -106
778 187 887
605 941 929
785 859 -760
399 448 193
151 824 -313
809 253 -7
893 794 -502
753 915 -78
393 721 -30
825 81 704
180 185 391
735 355 -96
245 512 -216
437 420 -962
585 517 700
459 86 164
846 365 -234
536 361 7
803 813 687
433 353 64
320 78 -958
600 419 764
697 388 -470
896 471 -732
217 445 -587
121 633 -396
574 811 -612
942 347 -445
166 65 -934
560 159 -463
316 813 -836
677 876 176
654 662 -341
644 633 590
747 208 -945
6 404 339
786 389 -273
824 369 380
301 407 198
484 391 -29
26 670 943
357 33 814
966 971
413 825 135
292 433 278
531 411 345
422 361 508
281 350 655
319 456 -906
21 914 502
572 646 121
241 53 -758
655 348 20
529 416 761
910 293 -932
199 475 779
24 363 -4
949 142 -571
891 467 -444
817 715 628
391 186 57
800 47 707
925 716 49
873 770 -767
898 874 -752
689 924 -341
833 569 -909
724 545 84
461 818 75
769 672 -364
281 236 2
635 203 -311
456 55 747
920 804 -616
552 95 71
549 532 -606
86 164 -764
7 687 91
643 641 -18
422 296 263
430 150 -11
618 469 507
532 799 -611
284 451 -752
647 25 886
204 446 -592
786 70 249
480 636 -706
901 509 242
286 729 259
771 610 892
763 575 -912
177 459 722
594 702 103
275 120 -482
392 896 -645
235 209 -770
234 84 788
171 386 -714
964 617 415
899 343 120
31 456 519
627 708 745
117 698 885
739 173 652
167 205 -829
379 639 -282
311 359 -701
107 957 -923
819 551 920
898 110 -241
911 535 -67
684 794 -986
84 231 -506
603 836 -322
456 318 -316
395 380 -283
153 548 -600
268 209 489
311 260 -606
677 322 -95
285 134 -817
343 290 48
847 709 -260
137 295 -248
96 672 785
789 478 -235
321 236 194
470 463 -170
662 626 704
745 373 297
962 683 -563
550 648 -677
844 451 262
26 453 -723
244 185 -361
16 447 -668
531 730 -969
931 601 723
276 532 862
498 915 -874
535 340 101
410 329 273
683 633 745
42 290 -838
127 17 205
444 286 -20
359 301 -723
358 819 503
54 303 -588
406 916 227
799 161 -321
949 60 993
282 9 -107
543 574 120
919 752 604
196 757 -873
152 377 -540
899 648 665
851 647 -579
187 427 290
330 748 -69
735 642 879
288 513 335
531 686 664
384 23 669
190 460 -8
162 777 688
300 266 -726
346 9 651
273 862 184
398 573 -984
887 226 424
662 757 -726
498 914 -480
308 310 449
241 193 940
927 888 -64
445 170 487
91 34 977
699 219 963
844 730 -526
650 953 -96
272 54 -536
612 259 363
688 165 -632
570 603 -863
48 966 -732
211 856 287
726 671 618
229 8 -846
461 538 231
824 34 -624
939 734 366
415 786 -498
614 262 -480
559 364 -966
204 300 -314
827 433 608
219 93 381
242 394 879
622 217 -560
233 957 -638
619 196 -806
838 44 677
245 927 579
939 111 126
194 926 -883
92 694 -25
142 854 -122
890 390 -479
188 941 739
869 320 -468
588 70 199
909 844 -755
493 282 927
765 825 -254
5 251 -105
13 65 412
718 643 -401
725 957 799
224 722 292
218 714 -599
615 414 -763
83 377 617
410 955 -568
851 91 277
8 88 758
309 576 857
339 520 915
621 940 -768
862 162 230
343 820 647
767 664 -471
432 923 -290
140 36 -362
414 605 790
139 145 968
344 776 460
441 835 989
51 448 -39
938 964 33
457 929 54
203 550 -608
686 501 501
155 202 -708
894 58 956
759 325 501
451 739 -989
826 812 873
45 334 -843
274 415 339
49 15 25
516 701 617
162 462 -862
519 554 98
575 455 850
911 252 792
553 830 -415
386 99 -88
690 463 139
270 204 479
907 839 -424
708 212 181
647 246 -181
569 325 26
285 909 558
81 163 -985
257 623 -671
26 446 560
690 948 -583
956 836 -32
925 511 -582
263 213 139
656 604 185
30 330 191
462 566 638
956 256 -496
839 792 651
717 699 752
516 86 992
67 795 913
861 454 779
829 47 194
251 908 -464
889 477 -874
596 554 598
769 484 -389
499 652 509
149 676 -648
224 948 -886
407 509 -185
700 934 886
71 844 -506
729 673 51
925 842 486
434 399 551
545 950 -768
2 493 926
185 130 787
850 123 -844
115 881 -894
778 478 229
180 23 523
474 385 214
945 582 -453
181 200 -80
278 494 -881
51 847 502
926 603 153
419 672 88
851 128 -865
376 775 208
248 112 343
957 276 -418
821 259 -925
361 43 -135
338 543 -548
751 405 -164
935 869 -195
475 117 -358
291 714 -614
388 36 964
59 859 -921
117 961 469
114 653 642
316 729 -225
561 335 -828
214 764 -71
536 169 -551
86 812 909
737 779 864
109 814 701
557 549 -740
323 762 664
60 576 777
503 675 818
628 264 165
372 379 220
246 625 144
493 690 -652
424 70 -333
933 675 -637
747 169 804
324 626 240
87 484 207
863 242 -685
675 672 -246
964 487 -468
487 706 741
966 644 -949
8 426 -541
398 2 -591
858 494 -165
341 531 -103
496 559 -624
576 572 693
77 931 -90
837 576 157
110 544 -733
357 778 219
574 231 -895
105 454 344
97 560 -679
136 749 180
600 812 660
755 398 -346
77 179 284
364 242 -408
453 128 -412
352 56 432
621 179 -649
19 652 675
437 125 -348
723 378 46
305 821 372
906 626 692
480 462 -161
752 966 -491
355 348 -873
255 453 517
366 86 374
573 68 -650
254 6 828
409 887 629
708 447 183
838 798 -905
629 11 -160
524 314 92
619 224 712
802 732 701
322 544 -585
669 48 -720
926 101 670
221 122 482
767 777 443
469 62 945
941 163 -802
942 842 -581
387 347 239
729 178 -499
341 432 418
607 694 -689
351 161 970
110 675 -176
453 606 617
57 658 810
505 170 456
128 110 793
62 445 541
96 894 -449
362 353 -393
938 256 -394
717 91 165
548 204 213
883 420 734
585 328 -611
117 925 -153
807 16 647
805 300 524
629 946 -336
288 215 -315
193 771 -491
451 371 675
645 692 565
312 910 -632
584 692 -225
962 163 -806
133 723 556
351 896 665
708 458 278
341 756 -80
628 864 346
909 679 688
759 576 946
662 605 -14
861 148 -583
587 446 796
64 640 559
132 555 -891
180 816 -258
5 512 537
177 737 -263
329 618 -145
492 607 556
839 655 -428
259 796 912
303 208 -459
749 60 959
83 361 -63
164 757 346
430 71 707
484 99 712
264 902 793
903 924 67
941 327 -371
364 481 -591
376 312 -525
376 559 -299
571 495 -270
223 812 -522
128 596 -258
164 116 236
12 848 97
571 113 -593
441 425 815
798 46 945
559 628 795
647 368 -11
100 401 692
291 768 -777
412 865 -753
613 641 -497
509 16 -795
70 268 -189
891 173 -965
588 279 -498
403 86 18
578 858 -653
337 798 -845
936 590 -109
146 465 -446
686 195 -817
59 888 210
771 412 438
208 506 797
439 487 778
875 638 471
595 275 7
341 942 -507
571 15 254
74 341 34
699 533 697
790 294 -501
386 126 167
686 389 -116
337 442 -205
428 325 108
770 110 687
205 900 86
426 192 7
764 923 978
555 539 -390
714 612 497
180 630 701
218 923 527
514 242 -925
885 200 -543
962 840 579
461 170 -768
374 237 287
355 643 -586
862 310 -302
949 411 577
32 256 950
500 637 -688
633 427 -776
757 33 -191
849 758 -866
494 544 840
218 225 -15
789 895 -867
13 646 -864
193 252 -940
373 509 287
880 452 -785
530 911 -951
677 223 736
948 350 -948
782 587 -814
681 700 880
727 825 -884
480 474 956
676 686 -547
370 769 741
11 700 278
599 621 -682
796 374 537
160 277 -494
307 375 902
117 705 943
397 195 408
201 846 986
122 339 -992
569 933 942
784 297 114
617 248 -627
553 825 604
850 882 -185
239 566 227
397 586 -626
961 585 -311
372 954 -295
340 937 -390
770 20 459
86 657 -109
294 575 539
927 304 664
249 711 425
438 361 -141
488 637 -29
183 871 457
616 530 -619
568 358 -536
516 281 -82
923 411 950
954 774 -676
206 352 703
715 826 794
867 964 -209
64 957 856
769 775 -136
857 356 -703
919 873 674
493 592 168
552 958 -688
488 920 -418
434 815 -160
275 400 878
194 694 795
414 629 727
30 290 -153
661 82 -385
27 859 181
31 658 308
874 339 -668
42 416 464
428 752 -393
122 830 952
574 504 788
651 875 -891
753 261 -522
966 915 298
517 721 -331
280 750 -968
473 145 -981
783 788 856
896 850 -670
138 234 269
963 423 973
94 274 -671
196 551 507
493 615 21
443 227 -354
162 293 575
521 320 -909
513 345 -375
826 42 544
609 222 -842
88 610 -645
100 765 943
270 43 -540
306 299 215
287 216 54
549 257 100
608 624 927
283 411 -726
539 372 -520
280 822 366
25 404 -924
775 196 762
219 878 -134
612 315 -104
897 630 513
170 580 901
682 617 860
279 488 -690
61 322 -789
48 454 44
561 785 357
662 127 -30
603 736 -816
345 550 895
769 13 -617
731 494 -165
348 745 888
773 201 581
126 837 -499
242 572 -93
734 686 -255
448 119 -359
194 423 -905
965 61 -380
159 853 -933
454 771 797
918 623 182
414 911 -546
300 572 -408
799 224 -62
138 257 766
654 588 762
265 400 768
47 418 349
425 957 -264
323 484 -169
565 795 -609
957 952 525
742 349 -279
804 173 139
319 280 621
527 49 -304
463 858 21
942 743 794
712 341 872
602 331 932
312 899 441
208 525 -601
586 378 10
918 24 905
19 560 479
91 239 -584
444 580 -270
263 423 487
500 564 250
144 154 -307
934 44 -785
802 310 -794
196 543 -665
745 292 -330
174 132 434
738 383 629
239 155 564
16 896 189
65 584 753
678 95 -209
661 849 -788
103 859 -587
376 134 603
145 514 781
168 620 -287
700 919 18
787 631 -726
607 135 -985
329 57 -92
714 682 -897
192 886 486
786 86 357
514 795 218
768 158 -272
748 926 -704
926 891 67
285 833 -899
521 852 -607
450 682 -551
378 75 -67
286 15 56
436 429 314
656 476 -726
643 318 -999
147 380 528
796 63 59
645 111 413
94 421 629
812 615 540
362 904 -224
372 208 -665
919 712 -170
364 864 345
876 599 122
675 502 -232
491 707 -587
779 795 -976
377 503 -739
558 260 802
796 382 634
117 621 479
472 363 -153
122 671 252
794 86 -227
129 454 752
752 457 26
551 825 -254
267 816 -624
703 403 662
775 668 -785
205 687 639
932 642 -95
8 10 -668
396 42 -425
251 402 -797
843 536 -656
630 553 37
847 11 -365
150 270 -458
120 387 298
403 177 784
899 386 -970
457 410 -205
383 147 709
701 80 -887
603 674 -305
356 707 -539
602 33 -98
173 769 -867
42 407 148
50 580 -686
427 229 -201
1 299 -369
408 877 32
509 500 537
752 275 161
131 465 137
757 246 -716
246 435 657
223 599 374
224 151 514
347 63 -908
484 519 470
632 526 -254
636 75 537
602 538 -864
103 343 64
132 112 259
131 362 660
863 640 -249
832 352 909
168 575 -205
547 135 769
794 796 -462
816 489 234
884 218 -179
769 389 -699
581 35 -884
209 369 481
245 424 -356
734 664 -25
464 824 515
142 532 550
576 167 986
529 202 -14
423 337 -51
310 914 423
487 865 -644
829 326 364
57 843 164
846 597 -441
169 310 543
551 909 -597
784 8 125
330 908 -944
546 289 142
148 803 867
96 65 -926
228 195 -443
520 12 -816
885 632 380
480 881 296
802 301 860
959 365 546
933 5 747
262 295 141
432 747 314
825 639 -848
758 576 -787
621 164 63
416 161 -838
348 6 -860
810 349 -446
757 403 -771
205 498 -321
555 541 -55
224 276 762
216 415 -698
624 864 -282
79 21 -307
794 626 -364
552 745 -250
133 68 126
791 675 -946
832 457 -482
666 405 -823
745 361 -885
581 28 -195
305 503 -566
559 754 -996
562 32 891
217 398 -113
595 244 -55
903 189 -826
623 727 353
730 352 -798
216 381 -990
594 14 -733
516 676 588
907 154 650
797 232 -109
244 247 817
690 34 -586
914 226 223
532 391 -779
755 775 -736
410 636 -22
675 2 -552
340 814 369
790 454 -897
410 120 -349
279 798 199
365 964 -832
490 149 787
258 292 1
290 240 69
109 803 -321
295 243 -650
637 58 -634
199 492 -33
554 916 783
791 548 603
240 606 399
620 512 -6
322 943 -606
554 75 -795
54 560 -495
35 776 492
664 420 402
168 778 -61
656 338 -575
92 234 218
578 110 -791
337 647 -714
218 27 -162
168 880 406
633 596 -671
379 828 602
692 277 611
78 262 713
177 791 -726
803 498 191
117 786 -32
601 467 -74
253 960 -23
246 215 -734
342 883 180
928 241 -199
849 14 517
341 837 617
308 788 459
286 177 176
288 460 266
94 44 541
803 167 250
948 659 -589
161 469 897
342 461 757
644 871 239
539 225 703
402 24 -840
199 517 -836
602 956 539
357 41 -627
882 864 995
581 342 332
168 297 -69
416 765 -786
528 502 -644
496 432 15
781 51 244
878 249 -308
18 864 -432
574 442 974
839 564 742
19 303 -372
306 12 172
179 79 -295
17 770 -13
348 257 174
120 429 70
892 72 964
285 69 412
22 798 493
512 910 -467
67 492 -281
273 966 -466
211 139 -788
52 802 -170
235 42 -136
84 574 257
471 503 982
900 946 -626
957 379 404
343 83 -573
466 684 -99
693 203 40
725 56 -924
88 654 -740
588 699 -935
751 460 510
491 146 630
609 566 -338
233 132 182
437 730 -615
798 456 -45
910 442 655
713 592 -640
896 819 -490
27 302 119
294 826 169
606 901 479
320 143 -954
379 16 982
338 667 -937
309 136 8
221 926 -816
112 460 -559
528 933 908
682 835 -29
133 589 245
80 62 -396
966 877 -290
448 505 -360
853 463 364
673 1 -992
705 431 28
215 892 -797
404 764 10
41 818 -83
610 405 280
551 475 -164
412 469 813
333 346 442
356 724 540
720 844 -727
658 601 398
142 188 -21
759 117 -653
706 959 -405
867 612 -122
555 160 241
173 852 586
84 950 518
747 26 153
73 43 381
454 286 -521
837 24 -564
598 292 -364
347 507 289
938 741 -987
174 654 903
637 465 158
80 589 962
183 399 -532
300 172 180
267 796 539
60 407 -524
396 145 464
161 116 39
501 925 -173
609 75 -866
89 54 647
259 368 483
760 828 25
43 15 -468
943 483 -229
4 963 373
204 508 772
846 916
619 780 -300
722 524 -634
271 165 -751
165 493 988
223 78 966
21 778 109
309 616 897
73 372 96
99 506 567
478 347 817
419 828 -452
196 273 -278
136 56 821
501 315 943
692 414 -582
106 88 -932
564 536 -173
708 689 -49
54 42 333
818 817 -615
187 589 141
529 374 698
619 584 -995
731 330 -490
333 119 -598
569 592 -277
609 38 -804
571 345 369
711 793 -640
477 500 242
258 382 -720
550 845 -381
733 688 -404
152 101 685
160 706 457
201 474 391
7 768 -718
460 668 227
640 395 209
504 26 895
208 479 614
814 697 849
629 832 -479
656 791 720
518 370 466
665 167 -49
636 586 -698
801 569 122
137 281 -609
838 228 -295
51 343 -690
427 111 380
437 544 537
34 759 676
372 606 329
203 518 916
25 408 -788
650 724 -999
832 178 470
157 647 -1
723 657 379
260 743 -670
748 166 -645
607 554 852
533 168 -80
386 182 -396
795 278 -170
208 708 -407
760 336 847
28 404 932
516 117 682
38 363 -47
837 583 498
702 413 208
348 258 -48
294 315 423
205 677 542
13 274 -903
536 839 -905
442 183 490
154 828 -984
613 419 344
125 196 615
2 717 736
514 779 -485
459 97 650
744 401 555
19 712 561
290 441 -239
241 34 429
804 433 -728
331 145 989
398 55 -795
436 565 779
552 258 938
674 730 -991
496 468 357
520 407 -331
187 186 857
164 726 323
121 92 327
791 651 -395
136 395 -531
691 694 -729
97 758 -531
135 447 23
172 592 390
391 13 399
296 792 -360
369 24 -303
592 377 10
665 208 -803
142 71 761
535 547 79
552 361 210
339 500 772
206 383 -958
316 644 242
102 474 732
506 680 -388
486 65 -315
697 845 -416
469 158 -29
377 44 96
606 50 563
363 124 -777
733 426 -702
660 517 -3
547 536 -68
65 218 -983
299 1 802
598 432 565
432 533 -209
602 434 -606
683 486 -280
750 230 -658
56 124 578
556 328 -632
470 343 974
574 414 -434
676 509 337
454 402 -920
464 632 754
35 574 364
243 835 -335
228 327 -313
233 104 -764
380 687 -54
119 572 715
812 451 -88
170 784 776
764 461 96
292 424 76
211 384 -882
431 283 513
620 312 -48
329 740 -548
254 456 856
173 711 404
548 522 -248
487 842 -902
465 585 -14
112 221 -34
226 314 450
354 400 770
115 372 -900
790 808 -806
391 144 859
175 589 379
668 292 -915
254 327 -103
795 426 -366
623 530 -638
702 375 -35
160 101 -36
125 469 189
662 81 -213
423 5 -865
328 695 441
487 565 -694
49 315 68
615 727 -613
632 382 -451
492 751 -3
328 186 -249
266 173 930
296 166 -973
451 424 741
144 613 -88
13 264 -771
195 221 914
75 668 852
12 218 -926
809 334 2
593 179 -565
618 285 -695
743 128 -826
704 558 -332
663 744 -276
68 656 764
12 215 615
268 285 292
842 812 779
641 350 -138
671 242 -280
275 391 89
769 130 -269
544 607 -603
681 374 34
721 376 -417
823 604 -348
507 833 -596
130 482 -407
236 556 -362
446 25 826
299 621 621
10 410 -433
109 354 678
35 694 504
153 417 -375
757 430 -873
21 721 -669
785 456 -854
214 273 -290
746 57 181
252 35 -100
838 97 -13
210 81 569
821 82 468
524 75 613
759 458 -510
745 371 98
207 424 -776
121 64 -599
697 174 444
473 356 -776
270 631 929
498 464 384
142 384 229
304 787 387
242 307 -638
319 58 623
463 576 523
295 418 -651
524 725 -719
65 239 -924
305 120 124
814 431 864
801 760 970
844 414 -486
718 824 784
820 185 -885
679 257 -331
501 208 522
526 685 -643
115 537 318
711 359 -970
439 799 954
457 181 39
714 554 75
77 807 610
321 35 -60
186 340 -533
582 54 -605
429 14 -561
87 270 -977
661 807 621
432 826 367
81 100 -645
103 460 -727
804 131 -196
272 245 529
276 461 -529
154 761 960
207 425 702
283 97 -341
346 639 169
591 644 225
534 564 130
116 700 98
136 698 489
590 816 -90
467 540 597
631 12 -127
240 149 442
725 170 -751
321 587 915
429 175 68
603 136 -170
637 4 -665
261 137 -583
224 299 48
292 234 -812
321 602 108
703 187 657
98 400 -827
196 169 -397
633 156 184
687 54 -976
397 759 247
425 83 -264
101 334 739
133 372 312
125 11 307
671 790 331
611 755 662
434 136 560
415 768 -760
669 2 -289
449 327 353
513 745 825
361 11 -303
464 816 -614
520 600 -493
644 597 -643
785 322 -998
463 802 -161
219 70 894
839 485 560
279 223 -238
726 160 280
513 456 -244
697 565 -598
30 761 -644
758 301 963
434 474 -655
239 564 -656
88 409 221
472 62 520
633 635 -426
58 162 -153
169 172 625
476 109 221
263 664 998
548 797 -30
30 160 598
111 725 497
705 528 -913
222 331 -382
468 145 933
492 452 840
388 566 887
221 662 -566
683 171 -477
331 820 -29
311 785 -930
750 501 764
681 622 -664
772 438 852
805 91 519
225 403 621
50 158 564
773 750 821
362 635 -425
307 479 -717
277 237 -43
439 650 -212
396 211 33
833 650 829
193 303 -111
751 816 -179
828 64 -357
816 827 508
421 603 -322
146 102 287
698 530 741
460 574 908
575 246 336
727 98 -318
10 804 -648
500 337 -866
780 192 -861
104 211 991
742 652 -84
418 813 499
726 220 -721
153 817 -249
588 659 -548
11 310 231
600 620 -149
352 464 -768
711 109 -91
564 179 878
322 76 -462
530 557 -359
264 500 -319
788 461 -734
446 536 654
744 451 556
89 389 -223
463 829 -664
234 108 366
341 678 -530
102 693 -231
781 240 -419
714 81 30
803 351 -404
769 822 -984
560 88 -222
52 161 958
100 708 513
530 532 381
5 165 -35
332 790 413
493 179 250
786 704 -592
275 252 280
664 372 -252
544 86 532
456 169 -980
255 444 -785
175 563 -860
80 448 894
530 378 884
276 635 -382
484 547 -123
404 508 765
676 463 -847
778 620 -261
313 337 -154
515 791 230
323 767 -541
547 238 949
436 138 200
830 580 -765
676 608 -38
340 659 376
329 72 -378
423 730 -769
260 772 453
394 240 -380
343 406 -860
333 778 548
745 798 28
239 433 52
285 252 -185
194 789 705
482 409 566
197 247 209
832 15 803
804 427 835
136 462 649
461 98 606
481 149 186
371 828 -654
229 432 -435
742 711 391
846 32 -397
147 281 576
625 413 -842
399 268 610
807 642 991
486 639 768
802 311 407
339 553 780
28 82 -262
68 536 -43
633 236 -108
775 224 67
86 748 880
819 72 986
217 697 750
230 231 -583
539 791 26
74 339 533
442 813 944
285 794 58
249 449 -150
343 625 813
747 339 237
26 188 -926
503 417 -937
57 438 -550
673 474 3
825 224 -984
90 295 -99
115 138 -64
713 247 271
263 296 -465
461 616 -692
24 790 657
240 346 538
454 19 858
369 87 -914
309 313 -575
106 636 -550
537 203 991
426 179 -318
144 31 900
179 837 893
760 505 -485
145 292 -31
577 28 411
767 75 550
612 690 972
582 425 -238
105 469 690
165 606 301
118 551 -766
86 794 316
132 41 -170
571 105 -304
578 227 465
570 454 677
733 159 447
583 840 -150
185 419 700
752 404 -614
400 232 816
776 11 663
431 199 -742
449 488 -848
291 587 -426
834 114 -459
367 301 -145
393 514 -724
742 135 309
158 181 -857
166 259 -448
720 304 154
255 618 970
297 54 588
84 651 753
305 181 -517
629 750 255
349 358 292
608 362 -156
574 92 -980
391 91 246
706 570 -619
812 304 347
284 421 -15
165 585 90
345 238 -147
335 182 690
23 844 -425
676 132 -95
612 700 -261
21 584 303
421 458 154
71 101 -502
193 609 -183
127 481 174
316 197 -623
76 358 679
285 345 672
588 113 -113
637 80 15
171 3 -398
49 220 -770
769 86 408
336 753 749
342 298 -650
274 606 337
92 115 -190
605 132 435
31 85 -578
255 632 -300
203 402 573
105 703 -330
442 532 -440
563 73 -428
83 575 871
181 632 -202
501 85 199
375 788 -203
337 261 253
39 298 -479
656 584 -383
558 177 -357
20 811 -867
6 678 -111
627 670 -602
391 357 -527
625 820 -998
332 229 -923
563 808 -22
19 301 -549
335 211 -302
820 387 728
392 834 541
278 57 -819
701 562 522
284 421 -685
455 807 491
624 313 682
676 670 40
492 707 259
182 335 -617
298 393 920
462 28 576
542 163 -299
832 503 -460
68 91 990
220 125 334
376 119 140
208 232 -162
83 2 221
69 776 -24
272 416 524
562 303 642
291 545 -977
187 96 -321
84 603 338
54 428 -660
153 72 -832
390 204 -627
695 21 -1000
582 13 843
588 613 -870
655 259 -641
450 440 101
547 208 -1
740 66 -575
418 356 -987
258 363 -715
501 325 -273
705 122 -837
465 514 206
55 703 -295
569 436 212
652 224 27
270 742 212
370 286 442
799 844 43
40 649 633
218 781 76
166 594 183
276 145 607
188 50 287
828 418 362
59 420 919
418 416 309
598 764 -582
814 711 458
586 177 525
495 647 832
69 759 711
643 227 474
174 469 -433
365 610 12
336 114 -292
791 827 246
582 589 -439
595 762 -418
820 70 431
31 599 633
506 255 -568
284 188 -123
726 830 227
823 784 795
795 611 -27
636 628 532
473 456 -651
97 14 533
62 77 776
522 667 841
699 181 443
621 201 38
776 196 850
459 480 -969
627 523 -387
31 619 598
192 787 -1000
504 307 -571
794 258 -81
278 235 590
81 154 -280
452 433 123
699 642 -729
571 695 -492
811 518 -48
543 679 813
713 449 674
648 677 -87
46 108 409
167 706 -171
821 551 -547
254 96 -351
827 238 -475
618 537 -620
187 727 652
454 786 785
318 352 668
352 259 -929
654 811 884
260 832 505
58 776 482
818 32 -561
453 707 49
59 444 23
813 376 -120
216 569 -534
424 627 -218
274 403 -585
443 487 260
802 454 -560
155 611 647
269 330 -939
565 623 -148
466 127 -519
36 362 -275
292 697 139
2 529 -224
142 569 -241
744 236 759
266 630 380
822 533 -892
74 789 -355
408 654 -433
52 412 -731
544 349 -780
677 451 996
795 555 100
558 797 -972
410 239 -242
266 426 -638
456 736 953
541 640 940
175 775 965
562 461 -823
171 441 406
807 390 731
400 451 -25
591 299 -583
775 730 365
629 127 -304
694 153 894
223 35 630
657 392 968
798 168 -346
187 785 757
476 435 -788
93 596 -870
204 295 948
454 648 -339
527 510 -133
532 305 443
342 610 314
586 420 -582
24 512 157
49 77 562
