18
965 1964
519 25 906
474 158 791
294 725 850
103 576 221
27 821 605
231 900 524
529 916 137
258 261 294
200 830 979
60 333 379
791 834 700
124 822 897
173 269 37
678 521 584
218 609 939
462 108 429
534 145 34
818 478 880
555 71 777
697 440 879
695 670 195
618 378 345
275 695 539
500 549 529
940 575 742
528 70 115
197 657 537
202 830 84
551 385 742
102 585 427
907 157 374
95 726 24
85 710 945
220 921 304
702 533 381
249 277 192
87 469 539
443 107 912
826 357 7
75 910 574
264 370 396
504 794 345
310 697 413
298 247 710
641 680 127
603 622 607
287 405 129
683 44 609
82 34 992
584 504 277
122 150 65
315 260 176
855 81 551
671 412 868
500 691 813
828 548 39
119 470 628
687 392 212
793 105 965
478 185 913
12 65 348
713 155 1
632 594 435
241 769 960
683 362 231
144 51 502
363 9 366
615 275 930
196 826 491
717 759 761
875 520 69
52 3 631
320 325 328
728 653 300
294 66 448
333 898 32
428 180 307
532 333 157
754 666 537
436 147 798
419 700 98
678 864 490
171 780 86
631 358 693
34 270 937
94 32 362
74 92 297
209 170 295
485 127 650
481 930 847
253 109 699
523 109 38
121 736 885
516 759 283
816 61 437
292 4 976
125 286 692
833 166 151
941 801 317
627 765 459
355 291 502
428 519 377
96 64 669
530 68 718
424 164 299
163 926 499
355 741 295
405 781 595
517 611 912
537 101 19
348 181 579
655 375 415
309 924 233
873 260 846
105 288 527
32 329 514
345 833 209
703 12 688
64 461 196
599 560 768
83 148 383
611 242 860
843 95 382
918 329 53
36 733 231
477 897 107
316 152 217
88 570 122
311 284 189
224 707 591
783 630 366
657 611 753
492 96 976
677 444 456
350 770 278
460 940 944
562 264 579
645 797 868
591 864 928
144 817 200
82 372 524
433 890 152
91 602 258
457 591 952
386 580 947
76 561 680
898 403 846
490 706 58
12 223 419
692 557 142
382 387 827
734 782 64
531 150 836
112 564 229
24 779 758
113 722 924
744 313 369
161 35 402
547 447 566
876 754 461
6 13 522
46 562 110
863 336 363
119 293 801
862 89 947
630 671 361
216 666 564
483 412 222
904 314 16
742 838 742
33 136 726
347 326 343
2 90 873
916 744 925
482 793 25
844 862 551
149 7 162
821 301 989
616 52 442
342 420 800
401 100 919
122 764 970
235 710 500
517 633 364
16 347 742
88 388 86
267 64 562
487 810 816
772 881 718
600 159 384
804 577 92
366 613 968
319 705 864
273 915 595
603 629 293
646 284 16
932 724 595
942 177 868
718 287 953
879 43 807
395 87 11
756 474 667
494 761 78
865 164 901
878 22 799
251 336 423
891 270 789
900 555 778
785 486 599
321 221 882
743 221 476
702 518 258
428 340 408
788 417 260
138 565 359
646 252 940
510 130 928
774 570 802
573 862 996
144 752 175
287 253 592
441 910 223
600 495 318
774 18 580
286 497 682
457 786 4
578 416 657
833 110 174
103 412 757
8 54 927
78 358 583
426 688 402
669 835 279
132 211 507
383 378 187
705 936 284
784 90 425
645 372 944
395 354 886
69 189 422
556 647 78
913 569 962
506 754 83
688 98 5
639 850 149
506 706 47
816 677 819
125 559 971
335 198 796
533 248 879
535 751 26
184 704 781
396 311 490
887 675 451
817 544 450
190 146 879
432 26 848
241 445 759
410 665 49
919 333 181
597 568 998
200 250 591
342 69 442
533 597 595
229 283 242
414 71 356
929 271 278
809 578 20
329 503 358
748 90 381
826 126 840
125 147 791
57 422 188
557 566 490
197 822 519
66 735 69
905 348 546
598 652 511
395 328 408
906 303 277
450 446 564
833 151 265
576 193 7
66 917 625
922 189 673
514 270 927
258 919 374
29 200 7
590 347 288
876 933 87
438 367 259
575 901 785
65 942 681
788 184 205
413 892 829
320 207 64
914 396 83
875 497 151
615 164 863
296 56 797
248 437 235
433 323 523
56 220 154
165 904 216
16 407 403
346 903 637
94 290 202
54 306 547
777 48 344
864 374 629
913 707 939
602 642 745
615 495 926
873 817 85
158 14 750
782 30 91
313 268 305
644 891 490
51 73 959
913 328 57
231 479 675
789 917 278
367 41 158
671 72 66
21 604 306
173 635 231
230 814 371
854 396 867
398 355 940
733 805 918
883 943 916
413 724 101
679 82 124
147 488 283
729 847 865
393 564 422
87 214 323
916 750 572
833 90 783
516 539 497
810 64 51
24 622 937
657 704 384
307 937 433
187 659 637
886 1870
493 196 602
550 711 829
769 189 493
65 524 416
819 882 559
78 422 810
660 454 143
368 723 495
73 399 218
734 617 844
83 251 738
283 715 946
568 548 105
138 218 36
614 642 458
288 735 34
567 837 983
311 436 415
114 525 190
322 510 193
418 211 790
815 791 158
449 124 715
132 424 386
553 809 457
138 176 347
521 474 68
668 569 471
310 260 188
358 71 295
682 497 762
2 821 891
684 328 604
557 618 105
623 71 458
518 372 244
216 296 311
214 497 818
160 401 39
157 809 684
512 78 773
682 28 446
855 676 738
543 112 892
490 660 686
211 693 462
694 63 287
513 873 191
40 165 779
641 98 519
430 325 643
781 32 166
342 333 837
111 303 272
611 478 478
826 592 450
462 283 974
559 453 661
101 843 122
308 564 64
795 234 434
644 392 924
369 791 53
544 109 480
817 426 385
317 162 314
412 730 912
287 579 666
510 664 514
689 415 867
493 318 697
175 612 566
532 652 804
161 126 668
426 878 108
573 657 838
722 138 348
165 104 266
158 445 30
238 40 549
803 94 31
414 457 332
560 871 83
558 372 241
840 857 383
102 450 363
637 350 6
486 846 387
603 799 100
626 87 992
466 851 371
818 426 358
475 294 537
553 31 270
428 67 561
156 792 405
256 205 774
545 686 53
266 125 405
819 773 750
342 3 595
647 353 425
298 841 17
870 830 873
278 466 187
693 723 656
342 455 183
378 314 690
208 703 643
843 657 631
563 827 582
838 424 732
18 679 567
196 484 906
97 385 821
715 229 977
343 253 887
704 812 197
240 394 776
164 377 604
707 688 606
611 56 228
878 148 694
585 309 510
178 785 807
614 831 371
335 393 5
880 62 832
709 287 955
792 130 487
227 231 218
283 694 451
49 408 984
473 518 218
302 180 224
362 426 836
357 863 551
547 150 661
588 360 88
529 285 316
509 100 461
405 322 666
438 345 896
119 770 107
564 808 471
654 239 614
378 729 472
354 78 848
204 367 81
602 50 972
884 649 519
878 745 305
262 867 943
157 91 502
101 417 777
346 379 989
366 726 632
119 49 146
298 445 723
246 645 702
292 301 340
342 784 969
488 640 589
152 814 980
593 354 34
510 783 557
854 786 671
864 831 964
261 655 188
130 203 966
550 542 541
492 862 932
742 267 770
707 129 481
705 559 902
629 618 99
314 309 111
473 802 468
320 628 63
134 520 106
232 697 189
55 772 264
410 348 185
446 220 217
753 287 981
472 14 973
334 236 410
7 604 33
810 71 45
603 716 128
102 873 840
195 760 797
20 443 742
848 846 858
761 876 538
380 128 570
362 769 554
648 595 173
514 190 905
587 489 978
91 388 302
314 315 588
628 289 768
594 148 650
93 739 145
16 696 423
185 809 672
66 693 998
383 549 549
321 6 728
182 189 829
391 684 814
246 732 708
400 365 479
92 480 142
577 243 219
124 701 660
280 225 579
145 824 874
632 706 300
385 347 198
389 839 704
154 498 135
176 877 415
126 61 806
160 681 342
428 680 478
571 471 870
858 868 150
118 624 47
152 873 213
644 513 703
115 613 402
224 487 646
659 476 195
628 102 951
472 604 396
334 53 363
594 855 376
219 883 469
707 40 231
74 550 603
451 494 92
365 403 30
344 155 75
11 735 627
386 631 554
563 604 427
851 691 301
796 612 831
407 559 24
569 595 127
356 424 519
664 310 831
171 486 441
301 268 812
418 777 951
845 11 869
212 781 533
749 451 680
488 587 802
92 246 937
513 197 858
400 311 226
711 7 386
794 580 851
672 253 651
752 489 341
388 653 44
259 529 151
693 455 169
102 33 1
160 504 741
335 122 326
187 724 474
20 794 329
873 813 128
745 119 803
401 360 316
248 373 41
28 199 552
442 719 760
818 425 977
18 443 849
241 375 555
61 609 538
81 226 214
363 303 390
365 148 832
744 587 283
284 377 908
693 378 97
718 137 478
575 171 708
368 201 678
495 106 679
41 260 152
795 313 970
535 568 680
627 562 385
696 323 671
715 657 505
856 833 757
772 153 480
809 7 12
627 860 689
851 467 771
134 54 706
658 437 733
724 837 325
620 732 396
693 624 120
553 763 755
165 522 592
32 93 151
337 55 828
267 84 624
394 538 662
85 796 495
513 739 694
161 141 730
867 153 302
690 362 665
528 712 910
866 710 968
687 798 839
452 866 600
877 587 52
492 69 905
837 129 835
369 753 964
684 738 87
471 739 395
632 45 163
490 793 936
649 56 87
302 101 338
425 106 95
169 657 308
241 58 260
328 190 442
859 476 610
162 737 598
9 181 209
618 425 981
701 684 608
551 458 497
527 792 938
405 231 479
206 119 807
798 46 674
235 350 438
6 508 866
271 582 604
63 78 950
280 765 717
825 788 873
92 452 817
441 7 775
702 822 728
610 689 508
301 843 106
821 472 974
874 776 122
724 709 524
707 571 641
761 472 845
874 129 181
675 161 335
419 708 269
795 862 689
122 579 753
580 21 331
157 817 985
229 561 965
312 594 496
397 681 51
369 26 404
357 705 55
41 443 919
529 743 895
482 829 420
205 747 407
121 177 888
551 535 265
835 434 597
314 502 302
14 865 154
388 521 535
33 302 436
16 713 363
322 206 374
388 828 934
828 32 854
323 96 526
700 731 777
402 869 113
806 189 817
525 438 237
775 174 824
393 740 907
148 169 181
384 153 951
618 355 682
161 795 129
866 766 107
577 546 877
467 546 104
271 249 715
65 777 717
735 350 558
117 599 701
685 343 80
137 352 554
400 759 421
226 195 28
489 779 976
354 56 143
235 232 75
784 697 511
615 657 801
68 307 781
716 671 284
321 25 811
55 884 816
191 320 281
778 322 467
669 384 288
176 94 728
654 555 977
764 476 347
345 652 194
267 180 327
56 487 957
478 760 635
517 321 220
514 406 68
493 9 991
746 22 839
26 355 518
26 174 448
592 327 132
785 124 331
557 488 612
87 136 109
624 564 555
265 609 134
673 413 902
803 619 991
172 45 905
457 750 108
607 304 497
61 875 18
433 87 349
787 173 642
97 232 113
389 584 639
46 734 963
117 618 245
537 178 965
731 201 937
394 523 601
492 404 904
287 325 457
343 66 378
39 424 229
481 862 954
11 632 170
810 461 551
273 656 154
833 237 36
196 140 510
847 30 45
659 751 113
685 778 990
882 864 63
666 681 151
132 15 452
294 399 353
674 669 438
349 653 687
738 63 419
841 200 425
831 838 390
779 201 415
500 667 836
278 711 957
816 685 92
753 726 705
400 493 61
169 244 401
429 679 57
600 361 653
431 794 390
484 867 945
630 501 608
389 304 591
706 494 523
496 76 241
420 589 97
602 474 380
198 160 423
794 451 30
118 302 821
430 790 206
576 694 771
783 249 827
170 459 923
153 752 268
136 844 160
736 713 973
76 3 293
712 720 665
388 412 435
569 886 585
729 101 274
79 397 29
66 232 436
90 686 66
696 470 188
697 265 439
251 811 507
552 352 655
789 51 818
121 308 121
627 104 337
64 884 901
32 180 531
170 248 585
130 69 680
637 427 899
807 616 515
543 718 789
879 856 642
253 595 842
547 652 52
230 3 149
596 563 178
826 571 199
595 844 812
544 55 212
228 47 645
760 295 486
430 367 383
247 123 13
674 785 284
131 244 713
186 725 366
102 329 788
742 647 481
469 23 447
387 457 500
446 817 463
656 443 537
762 592 603
198 750 591
129 751 858
179 88 486
864 351 722
241 297 867
94 834 861
540 643 353
459 800 466
447 586 152
393 714 691
683 181 277
594 141 872
506 480 353
330 191 698
672 81 239
568 149 4
759 566 931
488 746 487
206 201 63
207 526 916
433 93 289
206 882 531
587 66 898
302 108 11
536 362 558
419 388 412
156 783 121
795 851 664
726 703 18
63 486 450
164 699 112
361 634 797
833 385 33
747 149 911
226 620 150
541 523 384
130 51 219
436 840 922
156 365 712
339 623 242
240 688 995
168 736 756
744 140 904
885 159 304
854 171 529
456 178 30
665 267 977
637 584 806
136 313 127
398 53 485
59 540 757
708 220 832
608 277 240
42 686 294
572 81 547
306 351 996
751 846 36
1 808 926
856 433 82
141 336 579
149 45 681
603 164 450
54 463 636
571 305 24
856 768 832
170 584 43
654 414 384
415 477 718
285 334 673
391 73 654
29 627 613
773 813 387
828 517 441
106 767 785
395 403 640
817 571 826
814 157 920
483 831 121
647 517 526
54 875 528
275 98 755
723 693 446
299 18 204
543 468 317
94 452 150
253 638 296
29 559 475
811 534 839
665 563 737
263 232 999
306 757 434
543 660 349
28 201 291
810 387 984
560 25 968
669 36 558
567 737 156
498 790 891
729 629 934
521 554 498
129 164 283
132 437 762
456 544 884
608 186 749
722 316 71
784 482 794
593 283 351
320 105 537
596 528 589
556 877 997
176 636 110
425 225 456
292 647 582
641 701 888
730 155 440
232 582 411
36 173 381
875 475 874
736 286 455
29 201 816
140 134 917
462 334 771
776 48 576
862 794 49
65 676 682
510 325 470
302 41 652
116 545 710
112 164 427
127 699 339
700 200 972
382 412 990
178 164 115
299 738 376
703 410 9
719 504 617
425 378 868
599 75 365
834 270 822
251 428 603
495 727 532
569 345 819
518 222 66
762 299 494
19 232 792
876 175 268
497 155 530
692 585 663
399 436 121
643 638 395
183 608 515
577 31 661
280 709 601
852 283 309
778 749 618
460 62 639
66 147 884
778 427 707
268 463 228
506 678 658
443 233 676
695 439 584
667 881 223
328 166 778
57 604 619
237 250 822
607 256 945
94 810 862
38 82 767
860 679 844
594 799 29
718 213 730
248 282 730
315 478 425
30 230 32
613 545 377
644 804 512
782 406 401
362 685 291
597 750 125
715 659 385
260 353 806
515 747 985
5 614 739
242 93 288
335 709 8
274 544 963
617 158 493
140 210 672
766 339 386
568 610 440
84 399 589
790 613 688
518 297 698
881 131 808
92 675 216
529 238 281
414 796 771
840 66 845
597 455 566
508 289 199
532 858 712
408 540 129
196 775 291
641 102 775
171 877 727
717 222 969
688 516 615
488 518 390
163 559 363
145 206 169
6 53 282
637 615 702
251 849 272
246 299 478
524 28 823
124 552 213
491 332 285
598 743 269
346 776 597
692 421 454
630 747 146
673 332 391
60 858 455
370 507 141
805 137 925
820 816 189
458 715 815
237 677 545
501 574 215
884 719 428
759 463 600
251 1 480
244 341 837
595 765 714
877 445 591
521 757 380
665 361 189
89 270 860
375 121 557
565 483 898
194 127 669
71 77 765
243 58 755
759 368 853
867 589 593
810 831 206
375 663 749
411 439 547
687 838 247
9 403 700
808 14 889
781 160 293
156 824 157
685 130 224
188 125 287
732 315 797
850 521 803
350 104 823
186 108 547
69 358 753
672 559 838
633 124 176
805 336 930
696 118 263
611 804 396
473 485 302
813 586 439
172 829 287
751 207 639
739 122 551
542 732 329
394 329 969
134 594 443
142 269 861
583 607 892
600 569 38
258 553 87
830 353 4
819 16 30
575 786 647
734 306 980
856 16 17
477 431 403
105 731 551
570 255 267
811 149 836
532 256 414
821 593 748
72 63 385
650 180 807
728 38 241
506 844 508
435 248 746
451 442 645
767 333 625
760 454 810
810 694 984
152 878 275
266 662 398
473 628 670
820 869 420
348 873 923
436 594 307
455 454 305
414 498 46
348 697 764
336 572 673
53 755 339
66 653 849
875 126 620
286 709 791
605 360 498
256 413 676
663 535 391
490 539 445
594 554 745
886 545 385
388 294 654
756 199 503
247 606 945
461 845 472
787 541 995
112 374 843
384 235 630
773 817 7
646 639 378
617 205 883
352 68 276
386 370 147
490 629 537
226 677 227
749 572 181
701 877 256
103 778 93
733 136 598
692 882 758
119 877 110
214 19 92
281 81 484
209 838 690
538 260 964
548 98 188
643 382 932
663 116 933
200 476 882
753 566 363
28 873 908
243 297 24
390 747 459
379 880 120
491 406 11
446 4 809
53 386 412
343 807 687
782 335 376
795 684 500
445 494 839
778 670 292
591 692 454
769 592 859
832 92 533
54 706 556
318 765 41
593 196 7
59 340 282
534 52 34
215 335 701
505 422 247
670 119 508
851 593 575
244 538 698
546 556 212
753 566 93
397 384 940
674 552 466
17 53 939
142 76 110
369 398 526
69 798 735
611 737 412
584 398 603
166 741 665
193 874 990
797 649 884
773 243 203
691 681 99
504 226 737
490 263 999
773 512 120
818 316 555
660 60 362
856 242 658
599 125 853
87 2 184
379 131 641
77 695 199
183 728 877
596 662 23
695 325 851
787 492 523
238 169 831
67 293 905
42 266 607
71 203 352
121 575 233
99 527 989
333 151 519
850 233 308
238 837 293
208 554 277
525 88 369
404 356 282
65 428 474
353 1 186
645 243 91
813 846 192
696 486 252
437 46 623
55 566 729
804 582 778
851 47 90
597 74 959
790 186 626
680 153 451
126 862 773
100 555 661
510 68 366
427 419 398
644 765 219
228 711 716
88 318 446
570 270 470
192 48 672
655 567 664
313 103 936
416 147 57
358 420 98
408 65 526
156 698 383
301 426 114
870 402 506
360 323 149
121 471 429
868 713 159
98 747 853
36 358 458
566 175 978
193 668 686
671 186 988
743 234 609
356 52 186
808 465 577
857 494 259
815 375 663
75 520 481
537 732 36
839 246 322
664 544 3
549 622 872
567 187 609
122 172 558
277 861 940
678 226 852
668 581 200
45 71 466
403 129 89
163 13 528
817 45 247
68 581 672
760 781 539
154 281 384
323 336 955
121 621 849
321 824 1
99 682 125
829 848 922
523 116 87
277 881 282
561 288 398
459 393 40
499 303 257
117 664 231
779 28 654
65 831 882
481 667 625
195 188 665
544 505 828
246 870 564
488 293 230
432 456 993
463 603 984
405 880 901
443 247 389
69 19 780
882 714 501
772 526 114
820 417 852
171 664 295
231 854 639
727 311 245
661 278 371
302 791 773
463 20 84
553 494 661
572 399 501
335 713 557
376 5 857
120 438 478
693 332 2
422 711 401
822 71 488
836 372 694
582 85 609
68 20 259
252 695 373
586 265 398
820 581 487
603 300 744
11 345 270
230 534 596
477 784 26
767 583 426
170 674 687
316 856 540
801 336 720
310 615 555
777 619 962
625 75 227
142 121 352
344 151 647
75 386 993
769 22 369
600 443 40
537 195 451
275 668 951
854 641 808
845 443 531
399 59 456
885 723 254
245 420 857
545 548 684
482 333 136
607 401 827
143 766 910
126 436 892
163 167 754
593 316 536
771 555 477
256 688 1000
883 79 539
622 330 554
586 700 626
601 754 240
89 655 950
369 542 323
772 581 723
788 301 69
702 606 847
644 822 122
706 776 911
453 276 675
669 579 499
569 787 868
462 669 875
848 720 566
584 376 280
636 150 664
168 433 663
855 315 731
846 677 515
44 171 298
552 356 124
759 818 654
352 433 532
855 563 972
255 783 198
415 537 934
296 454 369
390 186 973
162 335 447
768 624 331
519 644 779
412 554 407
297 833 543
86 579 77
352 672 294
352 822 658
403 309 468
373 266 143
665 554 192
559 148 445
744 575 363
54 102 98
405 677 857
320 620 112
262 299 474
443 207 266
237 520 674
838 62 292
230 255 149
12 832 768
515 535 961
654 668 701
350 193 65
725 685 270
765 231 332
20 628 994
659 406 68
517 874 370
146 734 300
590 337 428
389 247 531
107 632 49
639 9 372
357 799 467
447 102 803
772 716 314
586 259 688
228 883 657
605 572 61
650 573 119
599 764 420
222 423 662
347 455 618
671 382 159
86 730 350
716 765 357
53 797 549
858 319 855
95 658 68
711 350 123
141 315 125
573 844 701
581 609 923
302 885 14
586 880 757
598 818 795
666 226 473
568 689 166
6 57 279
124 780 904
333 180 111
760 496 316
783 534 659
29 386 711
201 113 426
508 3 120
3 722 710
599 680 203
379 427 998
769 94 197
320 713 413
431 805 989
68 33 64
324 803 12
825 574 39
127 376 521
850 372 701
874 802 301
81 351 975
400 800 838
517 243 508
547 309 519
33 847 241
235 577 82
378 825 212
785 743 607
724 19 660
72 231 931
233 295 368
645 358 504
122 886 857
647 654 831
659 834 683
327 760 868
452 658 338
733 425 654
466 688 181
329 695 118
19 182 282
224 693 884
457 832 537
483 406 560
171 829 462
584 143 919
117 741 214
268 33 18
527 587 168
306 811 232
665 828 781
131 536 27
56 419 722
605 80 32
8 273 168
461 877 78
649 409 356
821 543 357
296 229 308
123 555 608
420 766 180
664 274 577
794 847 470
770 448 23
487 605 305
327 271 250
654 772 755
66 341 883
805 21 125
227 500 807
643 369 174
734 114 859
556 874 85
658 6 768
278 669 280
126 349 781
93 399 213
454 482 323
148 866 66
450 320 568
87 25 80
330 441 628
2 421 522
614 581 609
127 275 70
792 65 106
183 361 162
5 365 202
302 731 830
379 188 361
805 494 435
367 650 254
492 610 917
505 208 269
369 15 293
841 716 218
447 422 512
707 679 213
548 750 874
655 757 439
874 280 906
260 583 990
346 629 55
43 382 8
622 322 130
777 546 306
145 361 950
690 684 490
250 617 355
548 498 658
11 650 248
366 837 668
339 425 824
800 380 897
384 130 661
457 388 993
639 542 112
132 718 70
714 220 749
412 265 836
747 659 977
609 219 556
644 40 189
329 143 720
868 572 599
6 815 993
384 489 876
807 604 383
649 268 435
418 464 984
77 441 79
181 819 946
879 100 262
581 784 763
317 65 499
539 130 208
841 249 844
88 567 572
517 785 497
126 651 435
236 523 678
819 641 778
103 62 633
400 104 614
410 622 649
777 113 853
219 162 762
70 403 143
857 559 821
776 267 608
288 315 44
343 725 609
13 16 795
531 144 264
143 460 40
9 229 427
120 787 823
218 769 436
407 43 453
790 585 17
608 532 771
274 486 828
677 549 544
85 339 165
374 762 847
1 388 889
143 389 423
245 261 821
454 779 681
52 37 437
445 182 155
584 118 596
295 519 176
325 76 827
381 58 204
331 44 795
311 582 915
840 149 631
651 476 301
63 647 318
730 327 101
277 270 482
701 1 693
710 597 784
775 861 595
97 370 336
580 509 666
298 377 526
587 500 240
627 745 564
471 368 403
484 587 760
781 58 76
90 71 603
576 879 961
30 517 106
127 16 848
543 373 431
105 101 160
435 718 104
561 629 84
289 358 384
497 284 37
2 189 877
712 259 347
201 882 418
845 303 895
266 577 638
455 344 416
245 4 912
154 6 799
754 56 170
284 145 441
271 59 457
214 167 636
511 349 243
859 600 527
539 150 538
256 223 694
439 613 9
63 748 449
828 347 578
557 91 377
252 327 914
34 439 695
252 489 847
287 719 128
254 79 70
823 515 7
885 643 676
527 751 759
457 865 708
66 388 645
178 555 398
623 769 843
229 109 212
860 735 118
606 787 594
103 375 885
534 241 585
380 437 222
629 820 981
258 90 667
413 754 412
692 326 815
79 656 337
802 47 865
310 684 541
471 266 416
360 323 175
762 692 673
331 771 748
131 645 681
697 626 678
202 593 459
775 125 383
586 626 332
191 100 146
222 650 583
598 673 980
875 537 293
198 562 963
250 834 532
314 347 882
455 746 221
741 127 32
563 642 860
762 132 503
870 869 819
882 533 625
584 341 310
703 262 562
573 101 71
814 75 868
539 467 66
769 572 724
271 288 4
263 623 276
643 688 732
793 127 177
725 644 414
630 232 851
743 107 245
34 492 701
50 373 172
453 2 863
724 492 946
154 220 648
828 122 931
631 403 889
713 262 221
758 819 984
689 722 496
422 196 475
205 39 208
612 545 554
756 417 721
511 107 547
637 445 903
773 737 49
621 670 339
475 453 617
702 472 57
426 35 707
380 402 387
548 99 893
593 714 546
397 832 926
836 15 95
636 765 931
575 489 739
841 414 785
301 280 50
847 35 814
653 243 443
520 188 967
522 734 100
427 222 296
472 179 307
572 620 103
644 381 856
588 186 635
241 388 406
816 692 614
584 383 828
581 589 686
410 256 665
328 738 528
703 828 572
52 317 851
764 595 346
335 212 970
118 585 806
324 700 802
560 599 321
821 884 597
799 271 460
819 321 732
197 608 13
235 41 1
148 611 679
386 592 485
622 554 936
778 1 38
519 299 438
648 219 802
419 209 629
812 242 939
80 126 529
445 203 200
416 404 345
417 685 149
750 781 369
126 510 258
413 363 781
864 489 709
242 748 386
493 269 942
306 773 544
662 185 475
400 434 295
559 7 697
415 337 261
533 130 103
830 159 260
73 800 516
261 793 288
258 254 334
602 438 341
540 41 731
149 441 336
672 817 893
138 773 51
526 9 754
224 394 67
555 721 256
779 491 160
483 737 112
538 176 487
550 429 357
843 709 570
631 283 115
521 353 477
791 375 472
288 599 72
163 381 112
303 761 185
62 852 703
369 197 428
299 543 663
695 165 898
578 564 755
406 883 395
86 293 343
124 104 605
697 80 694
465 245 801
780 50 384
662 368 331
295 737 891
62 563 770
861 522 26
446 797 532
41 369 965
269 656 213
528 95 378
665 443 88
47 147 311
430 449 498
514 277 477
819 724 298
881 405 534
141 496 980
376 23 838
227 804 51
479 297 982
614 394 896
867 2 848
102 411 551
339 618 959
158 280 138
364 269 744
412 861 898
291 770 261
121 16 733
391 588 56
184 567 521
295 853 963
263 675 623
690 772 442
641 763 816
740 486 932
841 40 83
137 444 363
203 153 391
396 425 237
648 165 416
723 702 933
785 272 675
663 725 951
557 826 627
481 372 162
35 327 166
697 830 723
132 296 953
167 454 746
708 761 420
342 549 881
656 122 869
330 427 974
172 721 288
721 699 739
670 342 745
163 233 975
164 742 30
17 646 542
462 271 700
274 784 442
342 439 482
302 340 369
801 630 447
571 813 306
109 497 734
738 110 925
71 271 509
294 368 713
131 850 21
862 115 641
625 147 761
655 29 780
205 700 102
113 276 60
52 228 630
42 1 737
184 258 796
367 121 514
446 693 536
634 137 84
519 554 864
152 494 969
619 322 947
831 211 960
654 245 532
232 140 354
274 453 612
671 784 159
572 818 317
32 816 640
597 114 478
807 782 74
513 562 151
842 541 353
384 254 805
841 132 99
80 458 626
778 798 963
345 557 90
647 839 856
84 43 470
483 609 82
617 722 482
430 316 378
293 251 879
511 661 805
218 791 472
685 306 538
21 566 537
72 420 598
249 190 449
806 418 332
767 434 792
335 464 488
460 648 976
57 466 61
872 706 600
760 548 884
127 202 135
44 476 327
178 10 661
624 189 660
291 450 332
385 563 948
797 870 417
877 444 839
552 203 731
863 239 105
202 490 494
449 600 671
99 6 468
478 462 546
725 490 267
735 458 33
153 607 95
104 266 332
315 650 908
398 597 615
171 290 293
294 445 142
246 453 885
701 349 724
68 345 749
19 237 6
724 601 194
602 301 390
44 363 21
446 35 650
452 807 973
665 876 310
425 228 813
418 824 574
827 552 439
554 432 624
536 866 367
453 805 786
659 366 564
237 862 40
464 521 633
590 712 743
408 344 587
600 664 221
97 876 615
813 799 106
820 880 321
416 592 672
769 131 961
716 707 868
849 678 872
473 659 419
7 70 660
830 517 653
611 334 425
153 289 800
640 319 837
252 675 190
115 34 470
542 195 485
456 741 142
686 64 713
47 45 721
830 446 646
536 391 966
180 386 377
666 767 498
806 870 220
61 35 871
272 322 258
239 788 45
182 359 455
411 151 292
773 217 915
124 576 138
148 441 653
710 423 451
26 365 241
480 272 261
457 853 662
806 6 90
839 20 304
278 342 736
373 133 787
280 558 877
267 146 239
161 218 168
453 810 634
562 168 641
418 475 407
761 565 458
645 329 11
225 886 376
254 672 340
186 275 360
134 192 746
58 556 99
257 593 184
89 225 622
666 87 466
736 718 252
639 632 281
312 60 493
596 189 35
162 595 846
30 311 845
643 334 918
319 770 888
20 245 753
146 373 365
516 108 315
564 168 516
840 164 268
655 235 250
758 541 943
556 234 715
517 347 574
75 823 673
465 667 604
412 60 871
852 381 291
82 610 699
808 220 532
788 393 930
137 780 862
227 14 761
810 299 834
698 614 461
218 539 946
874 344 174
2 559 646
414 242 846
403 428 420
154 87 290
860 423 253
349 13 431
320 839 11
439 81 776
875 100 362
4 716 687
180 32 510
401 833 583
475 537 181
311 441 613
137 302 519
20 500 691
873 750 424
415 746 800
473 372 524
618 867 171
260 786 791
161 348 522
496 600 835
726 263 483
277 374 608
140 146 883
318 870 735
412 419 998
514 655 685
958 1967
225 103 604
112 944 457
756 751 761
541 780 65
717 869 507
419 797 492
306 682 575
181 623 495
419 522 520
176 858 1000
728 346 892
108 734 395
75 260 371
584 198 190
8 235 313
607 843 899
250 353 372
44 511 994
75 8 926
709 641 503
640 723 618
784 711 203
43 139 767
252 271 500
419 817 922
358 916 190
371 246 907
835 794 332
953 246 115
221 80 445
106 284 379
463 256 324
346 811 103
113 796 279
467 198 802
286 210 429
898 44 719
637 545 177
725 790 652
841 128 641
900 459 861
377 526 310
535 806 885
161 956 927
174 951 648
936 499 602
62 436 149
170 326 547
311 13 476
1 918 487
451 693 333
429 825 313
109 68 817
321 697 200
544 136 751
657 569 742
453 234 130
810 75 425
432 607 130
154 842 48
767 364 758
255 895 565
821 951 28
452 685 187
491 943 896
956 816 183
411 361 836
827 256 166
306 180 643
900 199 65
246 443 246
284 126 356
189 771 1000
777 602 178
410 461 514
47 829 840
487 360 390
214 2 681
375 187 112
781 312 21
938 945 414
679 763 970
21 299 182
321 176 814
595 635 896
90 331 664
774 542 562
288 671 775
285 398 114
303 488 319
413 289 560
644 810 186
930 242 151
38 593 176
161 398 53
762 710 740
454 511 238
907 171 713
293 707 436
221 932 959
382 90 779
817 308 614
906 177 657
902 886 120
356 425 702
274 814 520
699 65 178
689 267 121
34 858 584
836 708 956
834 585 839
711 103 210
80 352 750
208 137 97
40 413 516
